SettlementPoint,AveragePrice,Year,Month
LZ_SOUTH,19.786881720430106,2019,12
LZ_WEST,19.519260752688172,2016,1
LZ_WEST,15.04448275862069,2016,2
LZ_WEST,16.00265141318977,2016,3
LZ_WEST,17.153666666666666,2016,4
LZ_WEST,17.73752688172043,2016,5
LZ_WEST,23.48876388888889,2016,6
LZ_WEST,27.178790322580646,2016,7
LZ_WEST,30.010564516129033,2016,8
LZ_WEST,26.767666666666667,2016,9
LZ_WEST,25.18225806451613,2016,10
LZ_WEST,19.343138888888888,2016,11
LZ_WEST,25.165819892473117,2016,12
LZ_WEST,23.231370967741935,2017,1
LZ_WEST,18.47705357142857,2017,2
LZ_WEST,20.25119784656797,2017,3
LZ_WEST,20.388569444444446,2017,4
LZ_WEST,22.86779569892473,2017,5
LZ_WEST,27.512319444444444,2017,6
LZ_WEST,31.130174731182795,2017,7
LZ_WEST,27.21391129032258,2017,8
LZ_WEST,27.011777777777777,2017,9
LZ_WEST,22.173319892473117,2017,10
LZ_WEST,22.152916666666666,2017,11
LZ_WEST,21.872258064516128,2017,12
LZ_WEST,37.29330645161291,2018,1
LZ_WEST,22.12410714285714,2018,2
LZ_WEST,22.301628532974426,2018,3
LZ_WEST,21.128125,2018,4
LZ_WEST,49.60012096774194,2018,5
LZ_WEST,57.967527777777775,2018,6
LZ_WEST,101.47096774193548,2018,7
LZ_WEST,33.289852150537634,2018,8
LZ_WEST,27.101097222222222,2018,9
LZ_WEST,30.004556451612903,2018,10
LZ_WEST,31.224027777777778,2018,11
LZ_WEST,34.98084677419355,2018,12
LZ_WEST,27.461532258064516,2019,1
LZ_WEST,22.798958333333335,2019,2
LZ_WEST,31.282960969044414,2019,3
LZ_WEST,21.699236111111112,2019,4
LZ_WEST,28.851989247311828,2019,5
LZ_WEST,32.02677777777778,2019,6
LZ_WEST,32.07568548387097,2019,7
LZ_WEST,128.87646505376344,2019,8
LZ_WEST,83.47113888888889,2019,9
LZ_WEST,49.38336021505376,2019,10
LZ_WEST,49.34084722222222,2019,11
LZ_WEST,39.5025940860215,2019,12
